rescue_id,business_id,business_name,business_type,city,country,latitude,longitude,date,food_category,food_item,surplus_items,surplus_kg,original_price,rescue_price,currency,meals_available,meals_rescued,meals_expired,rescue_rate,revenue_recovered_local,revenue_recovered_usd,co2e_avoided_kg,data_type
RES-0013632,TAN-MWA-21,Event Kitchen Mwanza 21,Caterer,Mwanza,Tanzania,-2.562838,32.904402,2025-01-03,Pastries,Sausage Roll,33,5.55,41620.0,16570.0,TZS,15,11,4,0.7333,182270.0,70.1,5.02,Synthetic
RES-0013633,SEN-THI-32,City Bites Thies 32,Food Vendor,Thies,Senegal,14.829078,-16.915672,2025-06-19,Fruits & Vegetables,Oranges,21,10.25,9940.0,5330.0,XOF,26,14,12,0.5385,74620.0,122.33,7.05,Synthetic
RES-0013634,NIG-ENU-11,Street Taste Enugu 11,Food Vendor,Enugu,Nigeria,6.447959,7.561804,2025-06-17,Dairy,Custard,7,1.92,6370.0,2900.0,NGN,3,2,1,0.6667,5800.0,3.62,1.78,Synthetic
RES-0013635,UGA-ENT-42,Civic Entebbe 42,Hotel,Entebbe,Uganda,0.062937,32.450452,2025-10-01,Pastries,Sausage Roll,23,3.84,34690.0,14130.0,UGX,7,5,2,0.7143,70650.0,19.09,3.56,Synthetic
RES-0013636,NIG-ABU-55,Garden Abuja 55,Hotel,Abuja,Nigeria,9.062005,7.414709,2025-06-06,Prepared Meals,Beans & Plantain,126,55.31,5570.0,2310.0,NGN,145,99,46,0.6828,228690.0,142.93,91.14,Synthetic
RES-0013637,NIG-KAN-15,Savanna Kano 15,Restaurant,Kano,Nigeria,11.981365,8.598392,2025-07-20,Bakery,Baguette,40,10.79,5540.0,3360.0,NGN,21,19,2,0.9048,63840.0,39.9,14.99,Synthetic
RES-0013638,NIG-POR-27,Fresh Port Harcourt 27,Restaurant,Port Harcourt,Nigeria,4.881557,7.04476,2025-01-28,Prepared Meals,Beans & Plantain,31,13.84,6230.0,3670.0,NGN,34,22,12,0.6471,80740.0,50.46,14.59,Synthetic
RES-0013639,TAN-MWA-47,Civic Mwanza 47,Hotel,Mwanza,Tanzania,-2.516136,32.936252,2025-03-29,Prepared Meals,Beans & Plantain,110,52.83,29910.0,13600.0,TZS,107,55,52,0.514,748000.0,287.69,31.55,Synthetic
RES-0013640,NIG-LAG-57,Civic Lagos 57,Hotel,Lagos,Nigeria,6.515098,3.397162,2025-11-08,Prepared Meals,Local Rice Meal,24,9.56,1150.0,720.0,NGN,26,15,11,0.5769,10800.0,6.75,8.62,Synthetic
RES-0013641,NIG-ABU-59,Fresh Oven Abuja 59,Bakery,Abuja,Nigeria,9.114485,7.409487,2025-10-20,Pastries,Sausage Roll,45,9.25,5940.0,2210.0,NGN,22,8,14,0.3636,17680.0,11.05,5.92,Synthetic
RES-0013642,RWA-MUS-71,Bean Musanze 71,Café,Musanze,Rwanda,-1.516002,29.667118,2025-01-18,Pastries,Croissant,88,14.04,3320.0,2080.0,RWF,29,26,3,0.8966,54080.0,37.3,24.77,Synthetic
RES-0013643,GHA-ACC-36,Civic Accra 36,Hotel,Accra,Ghana,5.627527,-0.188686,2025-10-15,Pastries,Muffin,68,13.09,94.0,38.0,GHS,35,23,12,0.6571,874.0,56.39,15.77,Synthetic
RES-0013644,NIG-KAN-62,Green Basket Kano 62,Supermarket,Kano,Nigeria,12.003017,8.54189,2025-09-01,Bakery,Bread Loaf,37,9.77,7530.0,4240.0,NGN,17,14,3,0.8235,59360.0,37.1,7.99,Synthetic
RES-0013645,NIG-KAN-71,Royal Kano 71,Hotel,Kano,Nigeria,11.978262,8.567913,2025-10-21,Pastries,Sausage Roll,17,2.87,1000.0,490.0,NGN,6,4,2,0.6667,1960.0,1.23,3.6,Synthetic
RES-0013646,UGA-KAM-40,Fresh Oven Kampala 40,Bakery,Kampala,Uganda,0.376219,32.539956,2025-02-18,Fruits & Vegetables,Bananas,117,55.33,44510.0,27160.0,UGX,103,62,41,0.6019,1683920.0,455.11,48.09,Synthetic
RES-0013647,SOU-PRE-43,Quick Bite Pretoria 43,Food Vendor,Pretoria,South Africa,-25.683171,28.273674,2025-07-02,Fruits & Vegetables,Mixed Vegetables,7,3.93,172.0,97.0,ZAR,9,5,4,0.5556,485.0,26.94,4.36,Synthetic
RES-0013648,UGA-ENT-42,Daily Entebbe 42,Bakery,Entebbe,Uganda,0.050554,32.421654,2025-08-15,Fruits & Vegetables,Mixed Vegetables,15,6.59,65110.0,39270.0,UGX,18,16,2,0.8889,628320.0,169.82,14.08,Synthetic
RES-0013649,NIG-BEN-42,Taste Hub Benin City 42,Caterer,Benin City,Nigeria,6.289681,5.614367,2025-01-20,Rice & Grains,Millet Pack,51,22.18,6600.0,2420.0,NGN,58,42,16,0.7241,101640.0,63.52,39.31,Synthetic
RES-0013650,GHA-KUM-42,Fresh Oven Kumasi 42,Bakery,Kumasi,Ghana,6.720829,-1.615205,2025-03-20,Bakery,Whole Wheat Bread,15,4.15,13.0,5.0,GHS,9,6,3,0.6667,30.0,1.94,3.17,Synthetic
RES-0013651,UGA-ENT-80,Kitchen Entebbe 80,Restaurant,Entebbe,Uganda,0.0237,32.428675,2025-06-02,Fruits & Vegetables,Oranges,30,14.84,58950.0,33770.0,UGX,28,16,12,0.5714,540320.0,146.03,12.56,Synthetic
RES-0013652,NIG-ONI-73,City Market Onitsha 73,Supermarket,Onitsha,Nigeria,6.158638,6.807293,2025-12-06,Prepared Meals,Fried Rice,8,3.86,4370.0,2060.0,NGN,12,9,3,0.75,18540.0,11.59,6.71,Synthetic
RES-0013653,NIG-ABU-56,Premier Abuja 56,Hotel,Abuja,Nigeria,9.059849,7.398742,2025-12-11,Prepared Meals,Chicken Meal,27,10.62,2470.0,890.0,NGN,21,17,4,0.8095,15130.0,9.46,8.84,Synthetic
RES-0013654,GHA-TAM-46,Sunrise Tamale 46,Bakery,Tamale,Ghana,9.388082,-0.806887,2025-10-07,Prepared Meals,Beans & Plantain,48,19.48,53.0,32.0,GHS,42,41,1,0.9762,1312.0,84.65,40.27,Synthetic
RES-0013655,NIG-ABU-67,Urban Abuja 67,Restaurant,Abuja,Nigeria,9.13585,7.427649,2025-05-19,Dairy,Cheese,3,0.84,6750.0,2370.0,NGN,2,1,1,0.5,2370.0,1.48,0.82,Synthetic
RES-0013656,NIG-ONI-74,City Market Onitsha 74,Supermarket,Onitsha,Nigeria,6.170586,6.787631,2025-09-13,Bakery,Baguette,41,10.82,6810.0,4390.0,NGN,28,24,4,0.8571,105360.0,65.85,15.04,Synthetic
RES-0013657,SEN-THI-14,Civic Thies 14,Hotel,Thies,Senegal,14.774732,-16.889667,2025-06-05,Rice & Grains,Oats,86,44.12,4390.0,2080.0,XOF,85,67,18,0.7882,139360.0,228.46,73.26,Synthetic
RES-0013658,KEN-NAK-05,Golden Nakuru 05,Restaurant,Nakuru,Kenya,-0.313414,36.033257,2025-12-01,Fruits & Vegetables,Mangoes,47,21.73,484.0,212.0,KES,55,49,6,0.8909,10388.0,79.91,31.84,Synthetic
RES-0013659,SOU-JOH-53,City Market Johannesburg 53,Supermarket,Johannesburg,South Africa,-26.240255,28.060969,2025-03-04,Bakery,Bread Loaf,23,6.1,159.0,69.0,ZAR,14,7,7,0.5,483.0,26.83,4.05,Synthetic
RES-0013660,NIG-ABE-55,Fresh Choice Abeokuta 55,Supermarket,Abeokuta,Nigeria,7.163844,3.429861,2025-04-28,Beverages,Fruit Juice,35,15.22,6500.0,3330.0,NGN,43,41,2,0.9535,136530.0,85.33,26.04,Synthetic
RES-0013661,SOU-JOH-44,Garden Johannesburg 44,Hotel,Johannesburg,South Africa,-26.218922,28.061466,2025-12-30,Prepared Meals,Chicken Meal,84,37.89,270.0,168.0,ZAR,81,68,13,0.8395,11424.0,634.67,42.92,Synthetic
RES-0013662,KEN-MOM-53,Daily Brew Mombasa 53,Café,Mombasa,Kenya,-4.088401,39.597398,2025-04-04,Pastries,Doughnut,27,4.16,1030.0,590.0,KES,8,4,4,0.5,2360.0,18.15,2.71,Synthetic
RES-0013663,SEN-DAK-43,Fresh Dakar 43,Restaurant,Dakar,Senegal,14.680976,-17.502079,2025-09-23,Bakery,Bread Loaf,38,10.54,7700.0,4690.0,XOF,31,21,10,0.6774,98490.0,161.46,18.66,Synthetic
RES-0013664,GHA-TAM-51,Urban Cup Tamale 51,Café,Tamale,Ghana,9.436096,-0.886703,2025-06-29,Rice & Grains,Rice Pack,20,9.71,12.0,5.0,GHS,24,18,6,0.75,90.0,5.81,8.4,Synthetic
RES-0013665,UGA-ENT-43,Premier Entebbe 43,Hotel,Entebbe,Uganda,0.089909,32.460382,2025-05-15,Prepared Meals,Pasta Meal,56,23.99,53890.0,27160.0,UGX,46,30,16,0.6522,814800.0,220.22,16.98,Synthetic
RES-0013666,NIG-ENU-37,Kitchen Enugu 37,Restaurant,Enugu,Nigeria,6.490043,7.540849,2025-12-31,Prepared Meals,Jollof Rice,28,13.23,4280.0,1820.0,NGN,25,22,3,0.88,40040.0,25.02,10.3,Synthetic
RES-0013667,SOU-CAP-51,Morning Cape Town 51,Bakery,Cape Town,South Africa,-33.936212,18.454999,2025-05-03,Prepared Meals,Chicken Meal,42,18.47,228.0,138.0,ZAR,48,37,11,0.7708,5106.0,283.67,21.97,Synthetic
RES-0013668,SEN-THI-48,Fresh Thies 48,Restaurant,Thies,Senegal,14.758745,-16.986506,2025-09-23,Bakery,Baguette,24,5.97,7940.0,4770.0,XOF,11,10,1,0.9091,47700.0,78.2,5.33,Synthetic
RES-0013669,SOU-DUR-40,Taste Hub Durban 40,Caterer,Durban,South Africa,-29.852555,30.994753,2025-09-30,Prepared Meals,Chicken Meal,69,33.12,160.0,101.0,ZAR,91,76,15,0.8352,7676.0,426.44,32.97,Synthetic
RES-0013670,RWA-MUS-47,Event Kitchen Musanze 47,Caterer,Musanze,Rwanda,-1.481106,29.677927,2025-01-18,Rice & Grains,Grain Mix,19,8.97,4900.0,2250.0,RWF,19,14,5,0.7368,31500.0,21.72,5.66,Synthetic
RES-0013671,ETH-DIR-24,Daily Brew Dire Dawa 24,Café,Dire Dawa,Ethiopia,9.525517,41.830754,2025-09-27,Dairy,Custard,22,5.75,138.0,84.0,ETB,10,6,4,0.6,504.0,3.48,3.82,Synthetic
RES-0013672,SEN-THI-49,Fresh Thies 49,Restaurant,Thies,Senegal,14.801848,-16.933998,2025-04-21,Rice & Grains,Oats,17,7.71,1840.0,1130.0,XOF,21,15,6,0.7143,16950.0,27.79,14.28,Synthetic
RES-0013673,NIG-KAN-55,Urban Cup Kano 55,Café,Kano,Nigeria,11.983053,8.55376,2025-02-10,Bakery,Whole Wheat Bread,49,12.78,2460.0,1540.0,NGN,33,22,11,0.6667,33880.0,21.18,9.58,Synthetic
RES-0013674,NIG-BEN-40,Harvest Benin City 40,Restaurant,Benin City,Nigeria,6.344711,5.585166,2025-01-03,Rice & Grains,Grain Mix,8,4.05,7360.0,3140.0,NGN,7,6,1,0.8571,18840.0,11.78,4.56,Synthetic
RES-0013675,KEN-MOM-42,Event Kitchen Mombasa 42,Caterer,Mombasa,Kenya,-4.078871,39.674132,2025-03-03,Rice & Grains,Rice Pack,58,29.61,501.0,237.0,KES,56,37,19,0.6607,8769.0,67.45,34.22,Synthetic
RES-0013676,COT-BOU-27,Sunrise Bouake 27,Bakery,Bouake,Cote d'Ivoire,7.740903,-5.035271,2025-08-07,Dairy,Flavoured Yoghurt,8,2.53,2980.0,1620.0,XOF,6,5,1,0.8333,8100.0,13.28,4.53,Synthetic
RES-0013677,KEN-KIS-45,Morning Kisumu 45,Bakery,Kisumu,Kenya,-0.068051,34.724614,2025-09-28,Prepared Meals,Fried Rice,50,24.44,154.0,59.0,KES,75,49,26,0.6533,2891.0,22.24,37.39,Synthetic
RES-0013678,NIG-ABE-54,Prime Plate Abeokuta 54,Caterer,Abeokuta,Nigeria,7.110748,3.306567,2025-12-05,Dairy,Cheese,60,16.36,3480.0,1720.0,NGN,52,42,10,0.8077,72240.0,45.15,24.26,Synthetic
RES-0013679,KEN-MOM-54,Green Cup Mombasa 54,Café,Mombasa,Kenya,-3.970082,39.711299,2025-07-01,Rice & Grains,Maize Meal,36,16.42,940.0,329.0,KES,42,23,19,0.5476,7567.0,58.21,14.62,Synthetic
RES-0013680,NIG-ENU-53,Daily Enugu 53,Bakery,Enugu,Nigeria,6.418652,7.580441,2025-01-24,Prepared Meals,Jollof Rice,80,38.02,6470.0,4040.0,NGN,75,59,16,0.7867,238360.0,148.98,36.69,Synthetic
RES-0013681,NIG-ABE-56,City Market Abeokuta 56,Supermarket,Abeokuta,Nigeria,7.172034,3.34487,2025-11-16,Fruits & Vegetables,Mangoes,52,29.33,6330.0,3390.0,NGN,65,28,37,0.4308,94920.0,59.32,20.55,Synthetic
RES-0013682,NIG-ABE-48,Harvest Abeokuta 48,Restaurant,Abeokuta,Nigeria,7.139092,3.306386,2025-09-26,Fruits & Vegetables,Bananas,41,22.86,3540.0,1810.0,NGN,44,36,8,0.8182,65160.0,40.72,29.5,Synthetic
RES-0013683,NIG-KAN-53,Event Kitchen Kano 53,Caterer,Kano,Nigeria,11.9999,8.587992,2025-04-08,Prepared Meals,Fried Rice,36,15.37,4770.0,2520.0,NGN,30,24,6,0.8,60480.0,37.8,14.48,Synthetic
RES-0013684,RWA-MUS-31,Harvest Musanze 31,Restaurant,Musanze,Rwanda,-1.493123,29.586042,2025-01-25,Beverages,Smoothie,15,6.26,3100.0,1150.0,RWF,12,9,3,0.75,10350.0,7.14,4.87,Synthetic
RES-0013685,NIG-POR-28,Kitchen Port Harcourt 28,Restaurant,Port Harcourt,Nigeria,4.825008,6.99729,2025-04-03,Pastries,Muffin,22,4.24,6190.0,2560.0,NGN,9,4,5,0.4444,10240.0,6.4,2.84,Synthetic
RES-0013686,NIG-ABU-48,Celebration Abuja 48,Caterer,Abuja,Nigeria,9.104544,7.384328,2025-04-07,Pastries,Muffin,163,33.44,3090.0,1400.0,NGN,66,65,1,0.9848,91000.0,56.88,46.12,Synthetic
RES-0013687,KEN-NAK-35,Morning Nakuru 35,Bakery,Nakuru,Kenya,-0.334582,36.151582,2025-06-05,Fruits & Vegetables,Mixed Vegetables,14,6.24,452.0,167.0,KES,12,7,5,0.5833,1169.0,8.99,5.03,Synthetic
RES-0013688,NIG-ENU-38,Savanna Enugu 38,Restaurant,Enugu,Nigeria,6.492515,7.510143,2025-12-24,Prepared Meals,Chicken Meal,83,31.9,7760.0,2760.0,NGN,75,57,18,0.76,157320.0,98.32,35.92,Synthetic
RES-0013689,GHA-KUM-41,Event Kitchen Kumasi 41,Caterer,Kumasi,Ghana,6.710755,-1.590501,2025-05-15,Pastries,Doughnut,262,42.31,76.0,27.0,GHS,93,66,27,0.7097,1782.0,114.97,53.11,Synthetic
RES-0013690,NIG-ONI-57,Taste Hub Onitsha 57,Caterer,Onitsha,Nigeria,6.128619,6.799459,2025-07-10,Beverages,Iced Tea,134,59.75,6180.0,3270.0,NGN,134,65,69,0.4851,212550.0,132.84,38.11,Synthetic
RES-0013691,NIG-LAG-69,Urban Cup Lagos 69,Café,Lagos,Nigeria,6.524381,3.39214,2025-04-02,Prepared Meals,Fried Rice,10,3.93,1980.0,810.0,NGN,9,5,4,0.5556,4050.0,2.53,3.14,Synthetic
RES-0013692,RWA-KIG-69,Quick Bite Kigali 69,Food Vendor,Kigali,Rwanda,-2.005473,30.091218,2025-07-16,Prepared Meals,Beans & Plantain,8,3.78,4940.0,2470.0,RWF,10,6,4,0.6,14820.0,10.22,3.79,Synthetic
RES-0013693,NIG-ONI-55,Urban Cup Onitsha 55,Café,Onitsha,Nigeria,6.061309,6.785369,2025-11-14,Fruits & Vegetables,Tomatoes,44,24.29,5730.0,2660.0,NGN,64,52,12,0.8125,138320.0,86.45,36.61,Synthetic
RES-0013694,NIG-BEN-57,Urban Cup Benin City 57,Café,Benin City,Nigeria,6.32521,5.618404,2025-08-22,Pastries,Muffin,40,7.51,5640.0,3440.0,NGN,14,9,5,0.6429,30960.0,19.35,5.91,Synthetic
RES-0013695,NIG-JOS-63,Taste Hub Jos 63,Caterer,Jos,Nigeria,9.942615,8.867775,2025-05-10,Dairy,Custard,151,42.73,3150.0,1490.0,NGN,111,81,30,0.7297,120690.0,75.43,63.6,Synthetic
RES-0013696,NIG-KAN-63,Green Basket Kano 63,Supermarket,Kano,Nigeria,12.00117,8.585705,2025-03-29,Fruits & Vegetables,Mangoes,61,32.02,3330.0,1340.0,NGN,85,76,9,0.8941,101840.0,63.65,43.94,Synthetic
RES-0013697,NIG-IBA-49,Green Cup Ibadan 49,Café,Ibadan,Nigeria,7.375365,3.942331,2025-05-11,Beverages,Iced Tea,7,2.47,5760.0,2620.0,NGN,5,4,1,0.8,10480.0,6.55,2.09,Synthetic
RES-0013698,NIG-KAN-68,Mama's Kano 68,Food Vendor,Kano,Nigeria,12.045449,8.626382,2025-06-20,Prepared Meals,Chicken Meal,40,17.29,2820.0,1680.0,NGN,36,21,15,0.5833,35280.0,22.05,17.57,Synthetic
RES-0013699,NIG-ABU-57,Garden Abuja 57,Hotel,Abuja,Nigeria,9.094308,7.347668,2025-04-18,Rice & Grains,Maize Meal,106,53.42,7090.0,3140.0,NGN,113,101,12,0.8938,317140.0,198.21,57.18,Synthetic
RES-0013700,NIG-ABE-49,Urban Abeokuta 49,Restaurant,Abeokuta,Nigeria,7.207537,3.454947,2025-07-16,Pastries,Croissant,18,2.97,3680.0,1590.0,NGN,6,5,1,0.8333,7950.0,4.97,4.48,Synthetic
RES-0013701,ETH-DIR-46,City Bites Dire Dawa 46,Food Vendor,Dire Dawa,Ethiopia,9.619332,41.887725,2025-09-26,Fruits & Vegetables,Pineapples,29,16.31,395.0,184.0,ETB,38,36,2,0.9474,6624.0,45.68,27.15,Synthetic
RES-0013702,NIG-POR-29,Fresh Port Harcourt 29,Restaurant,Port Harcourt,Nigeria,4.843902,7.034891,2025-09-20,Prepared Meals,Chicken Meal,3,1.28,2000.0,940.0,NGN,2,1,1,0.5,940.0,0.59,0.56,Synthetic
RES-0013703,NIG-ENU-75,Green Basket Enugu 75,Supermarket,Enugu,Nigeria,6.461898,7.499996,2025-06-11,Bakery,Dinner Rolls,113,31.77,8000.0,2830.0,NGN,61,43,18,0.7049,121690.0,76.06,38.36,Synthetic
RES-0013704,KEN-NAK-44,Green Cup Nakuru 44,Café,Nakuru,Kenya,-0.296654,36.067803,2025-03-28,Bakery,Whole Wheat Bread,21,5.01,984.0,455.0,KES,13,10,3,0.7692,4550.0,35.0,9.81,Synthetic
RES-0013705,NIG-ABU-68,Kitchen Abuja 68,Restaurant,Abuja,Nigeria,9.105436,7.379193,2025-02-08,Bakery,Bread Loaf,25,6.33,1290.0,560.0,NGN,19,11,8,0.5789,6160.0,3.85,10.76,Synthetic
RES-0013706,UGA-ENT-44,Premier Entebbe 44,Hotel,Entebbe,Uganda,0.026467,32.476264,2025-11-09,Prepared Meals,Local Rice Meal,36,16.06,51400.0,23720.0,UGX,47,23,24,0.4894,545560.0,147.45,12.28,Synthetic
RES-0013707,NIG-IBA-80,Fresh Choice Ibadan 80,Supermarket,Ibadan,Nigeria,7.405326,3.977803,2025-10-15,Bakery,Bread Loaf,106,23.67,7980.0,5130.0,NGN,62,56,6,0.9032,287280.0,179.55,39.65,Synthetic
RES-0013708,KEN-NAK-51,Fresh Choice Nakuru 51,Supermarket,Nakuru,Kenya,-0.315249,36.123254,2025-08-13,Bakery,Bread Loaf,63,16.11,496.0,188.0,KES,48,47,1,0.9792,8836.0,67.97,32.38,Synthetic
RES-0013709,SEN-SAI-23,City Market Saint-Louis 23,Supermarket,Saint-Louis,Senegal,16.079107,-16.498687,2025-11-09,Pastries,Muffin,111,20.13,7270.0,3460.0,XOF,45,37,8,0.8222,128020.0,209.87,22.71,Synthetic
RES-0013710,NIG-POR-01,Green Cup Port Harcourt 01,Café,Port Harcourt,Nigeria,4.775712,7.014841,2025-06-17,Pastries,Muffin,42,7.26,1860.0,1110.0,NGN,20,18,2,0.9,19980.0,12.49,10.43,Synthetic
RES-0013711,NIG-IBA-67,Premier Ibadan 67,Hotel,Ibadan,Nigeria,7.412214,3.872875,2025-06-24,Dairy,Custard,12,3.98,5380.0,3100.0,NGN,11,8,3,0.7273,24800.0,15.5,6.32,Synthetic
RES-0013712,SOU-PRE-31,Urban Cup Pretoria 31,Café,Pretoria,South Africa,-25.761948,28.235026,2025-01-03,Rice & Grains,Brown Rice,5,2.06,240.0,134.0,ZAR,4,3,1,0.75,402.0,22.33,2.95,Synthetic
RES-0013713,COT-YAM-26,Morning Yamoussoukro 26,Bakery,Yamoussoukro,Cote d'Ivoire,6.792812,-5.28508,2025-11-03,Fruits & Vegetables,Tomatoes,17,8.25,3090.0,1100.0,XOF,17,9,8,0.5294,9900.0,16.23,5.96,Synthetic
RES-0013714,GHA-KUM-44,Quick Bite Kumasi 44,Food Vendor,Kumasi,Ghana,6.694625,-1.622195,2025-08-12,Pastries,Meat Pie,8,1.25,116.0,43.0,GHS,2,2,0,1.0,86.0,5.55,1.43,Synthetic
RES-0013715,SOU-CAP-52,Fresh Oven Cape Town 52,Bakery,Cape Town,South Africa,-33.869036,18.410498,2025-07-03,Prepared Meals,Local Rice Meal,46,22.53,30.0,11.0,ZAR,42,38,4,0.9048,418.0,23.22,30.76,Synthetic
RES-0013716,NIG-KAN-54,Event Kitchen Kano 54,Caterer,Kano,Nigeria,12.041147,8.651347,2025-11-12,Bakery,Bread Loaf,52,14.69,5290.0,2010.0,NGN,28,14,14,0.5,28140.0,17.59,11.92,Synthetic
RES-0013717,SOU-CAP-50,City Bites Cape Town 50,Food Vendor,Cape Town,South Africa,-33.999791,18.445896,2025-06-24,Dairy,Yoghurt,6,1.92,243.0,101.0,ZAR,4,3,1,0.75,303.0,16.83,1.78,Synthetic
RES-0013718,NIG-ABU-05,City Bites Abuja 05,Food Vendor,Abuja,Nigeria,9.102016,7.376716,2025-02-15,Rice & Grains,Oats,32,13.84,1730.0,740.0,NGN,34,26,8,0.7647,19240.0,12.02,22.98,Synthetic
RES-0013719,SOU-PRE-37,Garden Pretoria 37,Hotel,Pretoria,South Africa,-25.742135,28.205734,2025-02-15,Rice & Grains,Brown Rice,40,17.75,133.0,84.0,ZAR,35,33,2,0.9429,2772.0,154.0,28.63,Synthetic
RES-0013720,NIG-JOS-42,Fresh Jos 42,Restaurant,Jos,Nigeria,9.952048,8.87559,2025-04-17,Bakery,Whole Wheat Bread,12,3.19,3150.0,1130.0,NGN,6,2,4,0.3333,2260.0,1.41,1.73,Synthetic
RES-0013721,KEN-NAK-36,Morning Nakuru 36,Bakery,Nakuru,Kenya,-0.35275,36.061705,2025-02-13,Bakery,Whole Wheat Bread,17,4.06,186.0,96.0,KES,12,7,5,0.5833,672.0,5.17,4.66,Synthetic
RES-0013722,NIG-JOS-74,Fresh Choice Jos 74,Supermarket,Jos,Nigeria,9.904019,8.886808,2025-05-30,Bakery,Baguette,40,8.79,6290.0,3660.0,NGN,20,13,7,0.65,47580.0,29.74,9.86,Synthetic
RES-0013723,RWA-MUS-19,Street Taste Musanze 19,Food Vendor,Musanze,Rwanda,-1.480303,29.661176,2025-06-09,Pastries,Doughnut,9,1.74,10410.0,6330.0,RWF,5,4,1,0.8,25320.0,17.46,2.91,Synthetic
RES-0013724,UGA-JIN-76,Golden Jinja 76,Restaurant,Jinja,Uganda,0.460159,33.14284,2025-10-29,Fruits & Vegetables,Tomatoes,79,36.25,41270.0,22920.0,UGX,109,60,49,0.5505,1375200.0,371.68,40.17,Synthetic
RES-0013725,TAN-MWA-58,Fresh Mwanza 58,Restaurant,Mwanza,Tanzania,-2.542907,32.888123,2025-01-20,Rice & Grains,Oats,58,26.33,57100.0,26600.0,TZS,86,56,30,0.6512,1489600.0,572.92,26.61,Synthetic
RES-0013726,COT-YAM-18,Event Kitchen Yamoussoukro 18,Caterer,Yamoussoukro,Cote d'Ivoire,6.823271,-5.289152,2025-01-19,Bakery,Bread Loaf,96,27.09,10250.0,6540.0,XOF,55,42,13,0.7636,274680.0,450.3,29.95,Synthetic
RES-0013727,GHA-ACC-15,Harvest Accra 15,Restaurant,Accra,Ghana,5.565239,-0.20413,2025-02-04,Prepared Meals,Chicken Meal,24,12.36,92.0,59.0,GHS,29,20,9,0.6897,1180.0,76.13,13.69,Synthetic
RES-0013728,RWA-MUS-32,Golden Musanze 32,Restaurant,Musanze,Rwanda,-1.488433,29.665626,2025-10-30,Rice & Grains,Rice Pack,55,26.11,4840.0,1970.0,RWF,86,54,32,0.6279,106380.0,73.37,57.21,Synthetic
RES-0013729,NIG-POR-30,Kitchen Port Harcourt 30,Restaurant,Port Harcourt,Nigeria,4.818878,7.040525,2025-03-22,Prepared Meals,Fried Rice,22,8.99,5110.0,2450.0,NGN,18,14,4,0.7778,34300.0,21.44,7.54,Synthetic
RES-0013730,ETH-DIR-59,Savanna Dire Dawa 59,Restaurant,Dire Dawa,Ethiopia,9.55972,41.842898,2025-10-08,Bakery,Bread Loaf,9,2.35,849.0,435.0,ETB,5,4,1,0.8,1740.0,12.0,3.38,Synthetic
RES-0013731,SOU-PRE-56,ValueMart Pretoria 56,Supermarket,Pretoria,South Africa,-25.723259,28.231653,2025-01-29,Beverages,Smoothie,33,13.13,243.0,152.0,ZAR,34,20,14,0.5882,3040.0,168.89,14.06,Synthetic
RES-0013732,GHA-TAK-41,Royal Takoradi 41,Hotel,Takoradi,Ghana,4.905099,-1.768737,2025-10-25,Pastries,Croissant,64,11.99,103.0,56.0,GHS,25,10,15,0.4,560.0,36.13,8.37,Synthetic
RES-0013733,GHA-ACC-48,City Market Accra 48,Supermarket,Accra,Ghana,5.645158,-0.22848,2025-10-22,Prepared Meals,Fried Rice,8,3.07,35.0,14.0,GHS,6,5,1,0.8333,70.0,4.52,4.55,Synthetic
RES-0013734,UGA-KAM-45,Green Basket Kampala 45,Supermarket,Kampala,Uganda,0.347552,32.554464,2025-10-17,Fruits & Vegetables,Bananas,8,4.04,55690.0,30530.0,UGX,13,8,5,0.6154,244240.0,66.01,5.44,Synthetic
RES-0013735,TAN-DAR-38,Sunrise Dar es Salaam 38,Bakery,Dar es Salaam,Tanzania,-6.737394,39.189406,2025-08-20,Prepared Meals,Pasta Meal,66,26.61,30100.0,14660.0,TZS,76,66,10,0.8684,967560.0,372.14,48.39,Synthetic
RES-0013736,UGA-ENT-51,Mama's Entebbe 51,Food Vendor,Entebbe,Uganda,0.017979,32.386839,2025-03-28,Prepared Meals,Beans & Plantain,4,1.65,21210.0,7870.0,UGX,4,3,1,0.75,23610.0,6.38,1.74,Synthetic
RES-0013737,KEN-KIS-46,City Market Kisumu 46,Supermarket,Kisumu,Kenya,-0.093078,34.706008,2025-11-18,Prepared Meals,Local Rice Meal,50,22.95,712.0,265.0,KES,50,42,8,0.84,11130.0,85.62,26.43,Synthetic
RES-0013738,GHA-TAM-52,Bean Tamale 52,Café,Tamale,Ghana,9.417279,-0.795299,2025-08-24,Prepared Meals,Chicken Meal,32,12.26,112.0,48.0,GHS,40,35,5,0.875,1680.0,108.39,21.87,Synthetic
RES-0013739,SEN-DAK-26,Green Cup Dakar 26,Café,Dakar,Senegal,14.735635,-17.485048,2025-02-18,Prepared Meals,Chicken Meal,17,8.15,7230.0,4460.0,XOF,20,10,10,0.5,44600.0,73.11,8.78,Synthetic
RES-0013740,SOU-CAP-13,Savanna Cape Town 13,Restaurant,Cape Town,South Africa,-33.9059,18.385121,2025-05-30,Pastries,Doughnut,32,5.94,152.0,66.0,ZAR,19,14,5,0.7368,924.0,51.33,10.47,Synthetic
